id	tekst
paevaleht19910524.2.40	<p>SPORT</p><p>Milano ”Inter” UEFA karikavõitjaks</p><p>AS Roma Milano ”Internazionale” 1:0 (80. Rizzitelli). Pealtvaatajaid 71 000. AS Roma—Ccrvonc, Tcmpcsti I li (60. Salsano), Gcrolin, Bcrthold, Aldair, Ncla, Dcsidcri (70. Muzzi), Di Mauro, Völlcr, Giannini, Rizzitelli. """"Inter” Zcnga, Bcrgomi, Brchmc, Battistini, Ferri, Paganin, Bianchi, Bcrti, Klinsmann, Matthäus, Pizzi (68. Mandorlini). UEFA karikafinaali kordusmllng kahe Itaalia klubi vahel peeti Roomas kolmapäeval, esimese mängu kodus oli teatavasti võitnud """"Inter” 2:0. Neid kaht klubi võib nimetada ka Itaalia—Saksumaa klubideks, sest põhijõu moodustavad mõlemal maailmameistrid. Kokku tuli platsile siiski kuus maailmameistril, sest lisaks viiele sakslasele on Bcrgomi 1982. a. maailmameister. Roma vajas kiirel avaväravat, et sülitada lootust karikas endale saada. Vaatamata marulistclc rünnakutele jäi see tulemata. Parim Äanss oli Rizzitelli I, kes lõi 7. minutil posti. Kuid aja möödudes muutus Roma mäng üha vähem lootustandvamaks. Uuesti suutsid väljakuperemehed initsiatiivi haarala II poolqja keskel. Parim võimalus oli Bcrtholdil, kes jäi silmitsi Zcngaga, kuid sakslase löök tabas väravavahti. Lõpuks saavutas Rizzitelli küll värava, kuid see jäi juba liiga hiljaks, et mängu oma kasuks pöörata. """"Intcri"""" poolel märgiti jälle ära Matlhäusi ja Klinsmanni, kes suutsid mitmel korral hästi kombineerides ähvardada Roma väraval. Seevastu kolmas sakslasest staar Brchmc ci mänginud kuigi hästi, kuid see võis olla põhjustatud jalavigastusest. Brchmc mängis spetsiaalse jalgpallisaapaga ning sai enne mängu valuvaigistava süsti. Pärast mängu toimus juba üsna lavaline fännide huligaanitsemine. Nad purustasid autode aknaid ja süütasid prügikaste Rooma olümpiastaadioni läheduses. Vigastada sai 20 inimest. Varem oli Itaalias ikka rahulikum, nüüd on jalgpallihuligaansusc viirus ilmselt ka sinna jõudnud. Itaalia meistrivõistlused lõpevad eeloleval nädalavahetusel, juunis peetakse aga karikalinaal värske meistri Gcnua """"Sampdoria"""" ja AS Roma vahel. Olenemata selle tulemusest mängib """"Sampdoria” järgmisel aastal meistrite, Roma aga karikavõitjate sarjas.</p>
paevaleht19910524.2.41	<p>Väikeriigid seekord ei üllatanud</p><p>Jalgpalli EM-võistlustc valikturniiril peeti kolmapäcvaF kaks mängu. II alagrupis kaotas debütant San Marino kodus Bulgaariale 0:3(12. Ivanov, 19. Sirakov, 59. Penev). Mängu vaatas vaid 612 pealtvaatajat. II grupi liider on Šotimaa 8 punktiga 5-st kohtumisest, järgnevad Šveits 7 (5), Bulgaaria 6 (6), Rumeenia 5 (5) ja San Marino 0 (5) punktiga. Enne suvepuhkust mängivad veel Šveits—San Marino (5. juunil). IV alagrupis enam Fääri saared üllatada ci suutnud. Austria sai Fäärilt kodus rcvanši 3;o(l3.Pfciffcnbcrgcr,47. Strciter,64. Wctl). Tabeliseis: Jugoslaavia 10 (6), Taani 5 (4), Austria 3 (4), Fääri saared jaPöhja-lirimaa 3 (5) punkti. 5. juunil mängivad Taani-Austria. Dublinis peetud sõpruskohtumises viigistasid lirimaa—Tšiili 1:1 (82. Kelly —64. Estay).</p>
paevaleht19910524.2.42	
paevaleht19910524.2.42.1	<p>=| | g rEA7Fj? _=, RAEKOJA SAAL """"ESTONIA"""" 28. mail k. 19.30 esinevad Nee- 25. mail k. 19 ballett """"Romeo ja me Punder (flööt) ja Aina Julia"""" Kalnciema (klavessiin). Kavas 26. mail k. 19 Moodsa balleti J. S.Bach. . õhtu Kilpkonna jalutusNIGULISTE käik, Vaikne kaos, Bussipeatus 25. ja 26. mailk. 11.30muuseu- """"VANALINNASTUUDIO"""" mi muusikatund Laulab Eesti 2 4. mail k. 19 """"Ameerika KrisFilharmoon la kammerkoor. tus .. (kcs kuscs """"Sakala"""") Dirigent Chifuru Matsubara 25 . mail k. 20 """"Oi issi, vaene (Soome). issi..."""" (Türi kultuurimajas) 29. mail k. 19 Urmas Taniloo '. oreliõhtu. Kaastegev Kaido Ot- EES 11 DRAAMA IEA lER sing. Kavas Bach, Brahms, 24. mail k. 19 """"Kaks ringi ümKapp, Chcrubini, Karindi jt. ber pargi"""", k. 19 """"Väljakäik"""" MATKAMA IA (väikeses saalis) 24. JSL. - k - ” Madrigalilauljad Maire Eliste juhendamisel. Kavas Montcvcr- EESTI NOORSOOTEATER di, Ravcl, Sisask jt. 24. mail k. 19 """"Minu tüdruk oli Restoran """"KEVAD” Rõgine"""" (väikeses saalis) 27. mail k. 19.30 Sarjast """"Down- 21 ■ ma {! k &gt; 19 """" ()rvud """" &lt; vaikc ‘ lownJazz — duo Arvo Pilliroog scs saal,s ) Ain Agan. ROOTSI TEATER SUNDSVALLIST Noorsooteatri väikeses saalis """"Kaotsiläinud kiri"""" (psühholoogiline thriller kahele mehele) TALLINN A LINNAHALL Etendus toimub 26. mail kell 19 KONTSERDISAAL Piletid müügil Noorsooteatri 26. mail k. 17I.ASTEEKRAA- kassas i a Vanalinna kas “' NI KEVADKONTSERT. Piletid müügil. Teated tel. 60 18 ?8. 27. mailk. 19.30 FiESTa kontsert esitleb: USA music-halli """"THE YOUNG AMBASSADORS"""" show """"AMERICAN MUSIC MAKERS"""". Piletid müügil. Teated tel. 60 18 88.</p>
paevaleht19910524.2.43	
paevaleht19910524.2.43.1	<p>15.05 Muusikafilm """"Rostov i (Mosfilm 1983) 23.10 - 0.20 bois 19.30 Piirast seitset 19.55 10.30 EESTI KONGRESSI V (Gorki-nim. stuudio 1963) 18.00 planeedile""""(USA 1959,rcžNorkammerkoor"""" (Rostovi TV VID. Vaheajal 0.15 Uudised Bill Cosby show 20.30 Uudised ISTUNGJÄRGULT. Rahvusvaheline panoraam 18.45 man Taurog, osades JcrryLcwis, 1983). KESKTELEVISIOON II 20.55 A-sluudio 21.20 Mängu- 12.00 SOOVILAUL (kordus). Tclcmängufilm'""""'Soendite"""" jä- Joan Blaekman. Tulnukas saa15.35 """"Narri põldu üks kord..."""" 7nn Teoinimese hommik 800 film """"Leek ja nool"""" (USA 1950, 12.30 NIPET-NAPET (kordus), rcltuliia I, II (Läti stuudio bub Maale jälgimaks siinsete (Tallinnfilm 1981). HommikuvõimlcmincB 15Dok- rcž Jacqucs Tourneur, osades 13.00 KORTERI REMONT, V """"Alko 1990) 21.00 Vremja elanike kummalist sekeldamist) 16.05 """"Laulab Teo Maiste"""" film """"Vaba hobusekari"""" 835 Burt Lancaslcr, Virginia Mayo. ?MA£ c !ir V w loriin ■ nn , clik J u l 15.45DirigentJouzasDomarkas (Eesli Telefilm 1986). 935 Loodusõpetus IV kl 9.05* Mässaja seiklused keskaegses 3 - 3 hus 2 ?J 45 „ Hl } um i Or .! ä !?? d /l c e -r ul J a tcma orkester (Leedu TV) 16.25 Mängufilm """"Inimlik fak- 10 05 Inglise P kcel 10 35 Geo- Itaalias) 22.45 Uudised 22.50- I c4?,9 KI S??J^!S9m GRESS V ci meeldi, .Ira kuula 23.45 Tut- 16.15 Läänemeri, 3 16.45 Jaam lor"""" (Kazahfta 1985). j™fiaX, 105 Võü larS- Uudised (rk) 22.55 - 23.49 Ro- Vm NOORTESTUUDIO SXin. - 0 1 0 UuT &lt;*&gt; lMs K“""""«imuuseum -Ate17.45 Tclcinfo. mndusse 11.35 - 13.35 Venemaa kigrupp """"The Crickcts"""" 17.00 NOORTESTUUDIO, mustad mind 0.45 - 1.05 Uudi- n eum"""" pärast remonti 17.55 18.00 AK uudised. TV saated 11.35 Mõista üksteist SOOME TELEVISIOON II 18 25 Muusikafilm """"Kodu on vpcvtpi vvicinnv n Uudised 18.00 Uudised (rk) 18.05 """"Aafrikas jahil"""" (Lenin- 12.35 Sümfoonilised miniatuu- 17 10 """"Metsik Lõuna"""" 9/10 nnh-i"""" Tnfnfimloß93 KESKTELEVISIOONII 18.15 Avar loodus: Serengeti gradi Dokfilmide Kcsksluudio rid 13.15 Sõnumid 13.35 Kuuba 17 35 """"Tüdruk tulevikust"""" 18 00 55 vana VIHA i 8.00 Hommikuvõimlemine 8.20 krokodillid 19.10 Minikomöödia d 4%0 4 -l\%? O F k J ilm h KISÄIK 9.3OLASTCEKRÄAN.3-13. ÄSS Ä 0 (US « A) 18.45 Multifilm """"Lindude Fantaasia 14.30-15.20 Esineb Kodumii-irinevaade 19 00 Siim- 90 15 MOOD TVmäng loodusesõpradele - V SSÄZ Bd- 21-.00 M AKTÜAALNEKAA- n'3o ÄB? » Unised 20 45 tžo 20.55 18.55 Teatri-ja kontserdirek- TV saated 17.00 vard Elgari viiulikontserdi esi- MERA. lc di i:3O VideoannTpi^ükJ- Ordl^ raan 21,15 laam. Kongressi päevik 17.15 Tule- »ah Niuel Kennedv 20 00 """"Der- 21 25 Reklaam ,• ... hk'ca ana L it™ Plaanid ja soovid"""", 3/6 22.15 - 19.00 Aktuaalne kaamera (vene “ 0 5 VcZää rick """" ,00 Nii l ' chaksc lilmi 21,30 WIGLA sou .-. dcokanal 24.00 """"Keeristorm """"Tracy"""""""", 3/3 W2O LASTEEKRAAN Tähe dc?catcD. Mcrežk“ 21.30 Eesti saastab loodust (Soo- 22.00 TELELAUPAEV. Viru- g al 15 SOOME TELEVISIOON II E L l? • """"Kristusjaanlikristus"""" 19.00Tc- 22.00 MTV uudised 22.20 maa. Saatejuht on Lembitu Kuu- Tclcvisioon televisioonist 17.00 15.30 Ballctikonkurss Lausanif 50* AFG ANNAB ARU lesild Moskva oblast - Pcnnsyl- """"Dallas"""" 23.20 - 0.20 """"AIDS-i se. - 19.00 Venemaa TV saated nc’is 17.00 Q-klubi 17.30 Maailttkt ALG ANNAB ARU """" vania 19.55Kollaaž20.00Sõnu- haige Sighstcn Herrgardi lugu “3 3(&gt; rA NTSU-JAMUUSI- 17.00 Kongressi päevik 17.15 ma tugevaim mees (kordus) JS «tivut tat7 C -c »iid 20.15 Head ööd, mudilased! (Rootsi) Knm» RESTORANIS Konkurss """"Missis hISVL - Mis- 18.30 Uudised 18.40TVIInäda2U.2U SEL SUVEL IAIZE S,. 20.30 Sport kõigile 20.45 Rahva- SOOME TELEVISIOON 111 nin i7n i inhh Mndnnnn sis Ameerika"""" 18.45 Lasteaed Lakavast 18.55 V 5 traavivõistlustee nr&gt;r rTcr.untx-u/ r viise2l.oo Vremja2l.4s -23.45 628- 8 37 Tere hommikust h?tv virfeAlhTin 19.00 Maailma liiga csivöistlu- te ennustused 19.10 KaameraP ?yX S &gt; E * Venemaa TV saated 21.45 Vene Soome' 17 30 NO TV 18 25 ( KTV - sed meeste võrkpallis: NSVL - mees suudab kõike, 2/3 19.35 21.00 AK TUAALNE KAA- NFSV rahvasaadikute kongres- Suurviktoriin 19 00 Uudised irrcvrm cvrcrrvni i Itaalia (Leningradist) 20.00 Sö- Laupäevasaun 20.25 Manu MERA sil. Vaheajal 23.00 Sõnumid 19 1() """"Sniaaeent 86"""" 1940 Ak ,? KSR , • numid 20,15 lkad ööd ’ mudila ’ 20.30 """"Parlamendi kuningas"""" 21.25 Reklaam. 23.45 - 0.55 Dokfilm """"Baikali f.,; 11 90 i n 6.30 Varahommikul 7.00 Mulli- sed! 20.30 P. Tšaikovski ro- 20.55 Manu2l.ooOtsekümnes21.30 RAHVUSVAHELINE sümfoonia"""" luaals e t moto spordis-t .- 0.10 |j| m 7.30 Rütmivõimlemine 8.00 mansse 21.00 Vremja 21.45 - se 21 30 MTV ajaviidet 22 00 PANORAAM D LENINGRADI Uu &lt;'S i - 23,45 MTV uudVsld Hlmhut e I,4S 'n°; IOTEA T R,Õk, J U ; G .; TELEVISIOON .o 10 """"Lts P u CC v aal ( Un ? a . r ‘Ty)B.soHommi- Vene NFSV rahvasaadikute IV vuslus 2225 . 025 Mängu fi| m Spiro """"AED"""". Pärnu """"Endla"""" 9n , n T p|pitm """"Fakt"""" 90 30 •■Tn 11.. Kulsu B c kunc inccTclahutussaadc 9. 20 kongressil. Vaheajal 23.00 Sõ- »v a rennc’i öö"""" fPrantsusc/ItaacU ? . vuhcajal 22. 55 AK “PP' McC “"""" ! Vk-jo 9.50 Uonu„ik«l« =i &lt;l 2345 - . [SÄUÄrekto.' BCar """" Ja Laupäeval, naiŽUr. Moskva K. Slanis- (Dovtako-nim klu&amp;‘*9B7) S^h™na M &gt;X"""" KESKTELEVISIOON! 25. Mail -fm!vlsuÄ 'ÄÄ* f—- 6.3oHommik9.ooUuendus. Tu- Slaavi kiri ja kultuur 22.25 Dok- EESTI TELEVISIOON Kujund 15.00 Uudised 15.15 Po- in """"Fnkr 90 30 lool . i^ I d isikud Põgenevad =/V rundus. Tulemus 9.15 Proovile- film """"Lugu Kyrilloscst ja Metho- 9.00 HOMMIKU TV. Saatejuht liitiliscd dialoogid 16.30 Mäng- Ppsfl öl aga Prantsuse rcvolutpanek 10. 50 Alates 16. cluaas- diosest"""" 22.55 S. Rahmaninovi on Reel Oja. film """"Kõvcrpccgliie kuningriik"""" 9 oi 45 sioom alguses) D j 1 o/l -1 tast 11.30 Dokfilm """"Luuraja Liturgia 0.10-1.40 Mängufilm finn 915*i cinminÄkTöSl SOOME TELEVISIOON 111 Reedel, 24. mail märkmik"""" 12.00 Uudised 12.15 """"IsaScrgius"""" """" nc mäng täiskasvanuile 22 35 9.00-11.05Laupäevalusli 18.00 EESTI TELEVISIOON Inimene ja seadus 13.30 - 14.00 SOOME TELEVISIOON I // M - Lüüra Show 035 Tclckulicr Spede naljad 19.00 Uudised 9.00 Saatekavateade. r‘iT c ?T* 16.15 Meediakompanii 17.00 1.05 - 2.00 """"""""Albatrossi"""" viima- 19.10 Mängufilm """"Viis penni"""" 9, °? LASTEEKRAAN. Hunt k “ TSLE d^ a h S 2 5 9 n Uudised 17.05 """"Must iludus"""" Ilma Eesii&gt;kiyundubtsükloni lailncscrv. ncrcis"""",lV (USA 1959,rcžMelvilleShavclKriimsilma 9 ametit, IX (kordus) -jj aa • iwk 17.30 Lastele (rk) 17. 40 X-tra 24. nuiil on oodata pilves selgimistega ilma, paljudes kohtades sajab SOOME TELEVISIOON I son, osades Danny Kayc, Barbaja multifilm """"Lendav laev"""". T 3- 7 ,0 5 -&gt;nn? • 5 (rk) 18.00 Uudised (rk) 18.15 Ju- vihma. Puhub loodetuul 5-10 m/s, LliÜnc-Ecstis puhanguti kuni 15 m/s. oanr q&lt; . lp tp onn j nnrlnchmn ra Bc l Gcddcs, Lollis Armslrong. 9.50 - 11.45 Mängufilm """"Põge- Meridiaan 18.30 Slaav&lt; kiri ja salasõna nädalavahetuseks 18. Sooiaon 7-12,Tallinnas8-10kraadi. leier u Loodusuun- Komöödia lrom p Climängija nemine"""" (USA 1981). kultuur. P.dupäcva avamine 20 Alkoholism 18.50Soomelin- Temne^HuurÄ s 'Tktni+Yj i kordu )3 55 Karussell 4""""o elust) 21.15 - 22.20 Kultuurika15.00 Saatekavateade nud 19.00 MTV ajaviidet: Pultti- 4 k """"n. .8 kurn + l3, p-ugun + ls kraad, g d na!: Disain</p>
paevaleht19910525.2.1	<p>Päevaleht</p><p>""""Päewaleht"""" ilmus 1905—1940. """"Päevaleht"""" ilmub 1. veebruarist 1990 Laupäev, 25. mai 1991 Nr. 121(397) Hind 27 kop.</p>
paevaleht19910525.2.2	<p>Rajiv Gandhi kremateerimistseremoonial osales 200 000 inimest</p><p>Eile krcmatccriti Dclhis Jamuna jõe ääres India endise peaministri Rajiv Gandhi surnukeha. Gandhi mõrvati teisipäeval Tärnil Nadu osariigis. Samas paigas Jamuna jõe ääres krcmatccriti 1984. aastal samuti mõrvari käe läbi langenud Rajiv Gandhi ema, toonane India peaminister Indira Gandhi. Rajiv Gandhi tuleriida süütas tema 17-aastane poeg Rahul Gandhi. Matusetseremooniast võttis osa umbes 200 000 indialast, samuti enam kui 40 riigi esindajad, nende hulgas USA asepresident Dan Quayle, Inglise prints Charles, Palestiina Vabastusorganisatsiooni esimees Yasser Arafat ja paljude riikide valitsusjuhid. Külalisi kaitses ligemale 14 000 politseinikku ning sõdurit.</p>
paevaleht19910525.2.3	<p>Leedu peaminister kohtus N. Liidu asepeaministriga</p><p>Leedu peaminister Gcdiminas Vagnorius kohtus Baltic News Service' i andmetel eile Moskvas N. Liidu asepeaministri, N. Liidu läbirääkimistcdelegatsiooni juhi Vitali Dogužijcviga. Kohtumisel arutati N. Liidu ja Leedu suhetes viimaste päevade piiriprovokatsioonide tagajärjel tekkinud situatsiooni. Kohtumisel osales ka N. Liidu siseminister Boriss Pugo. Pärast kohtumist toimunud pressikonverentsil ütles Vagnorius, et Moskva eitas igasugust osalust Balti piirikonfliktidcs.</p>
paevaleht19910525.2.4	<p>11 Vilniuse politseinikku läks üle OMON-i poole</p><p>Vilniuse politsei kolm patrullmccskoncta tungisid ööl vastu eilset Vilniuse politsei peakorterisse, ning nõudsid relvaähvardusel relvalao avamist, teatab Baltic News Service. Politseinikud võtsid kaasa 40 automaati,ja 10 000 padrunit ning sõitsid kolmel opcratiivmasinal Leedu OMON-i baasi, kus nad liitusid N. Liidu Siseministeeriumi crimiilitsasalgaga. Moskva poolt ametisse määratud nn. Leedu NSV prokurör A. Pctrauskas kuulutas Leedu Vabariigi politsei ja kohtud ebaseaduslikuks, tcalabflalli/a—ETA. BNS-i teatel öeldi Leedu NSV prokuratuuri avalduses ka, et politseinike poolt Leedu valitsusele antud truudusvanne """"ei kohusta millekski”. 11 OMON-i poole üleläinud politseinikku ci olnud veel ametivannet andnud.</p>
paevaleht19910525.2.5	<p>Armeepolitsei arreteeris Sloveenias asuvate vägede ülemjuhataja</p><p>Jugoslaavia armeepolitsei arreteeris eile Sloveenias asuvate vägede ülemjuhataja VladlmirMlloscvIcI. Sloveenia juhtkonna arvates valmistub Jugoslaavia födcraalarmce jõuvõteteks iseseisvumise teele asunud Slovccniasuhles. Vabariigis on aset leidnud armeeüksuste ja tsiviilisikute kokkupõrkeid, mille tagajärjel on hukkunud üks inimene. Sloveenia võimud teatasid eile, et nad katkestasid elektri andmise vabariigis asuvatesse födcraalarmce kasarmutesse.</p>
paevaleht19910525.2.6	<p>Põhimõtteline kokkulepe Gorbatšovi ja Gamsahhurdia kohtumiseks olemas?</p><p>23. mail kohtus N. Liidu president Mihhail Gorbatšov Moskvas Gruusia Vabariigi alalise esindajaga N. Liidu Ministrite Nõukogus NodarMcdzmarašvlliga, teatab Venemaa Infoagentuur (RIA) ETA vahendusel. Kohtumisel arutati Gorbatšovi ja Gruusia liidri Zviad Gamsahhurdia läbirääkimiste üksikasju. RIA andmetel on saavutatud põhimõtteline kokkulepe kohtumise korraldamise suhtes, kuid täpset kuupäeva ci ole veel kindlaks määratud. Mai algul Leedu ajalehele """"Lietuvos Aidas” antud intervjuus kinnitas Gamsahhurdia, et ta sõidab Moskvasse vaid siis, kui on välja kuulutatud ametlikud läbirääkimised N. Liidu ja Gruusia vahel ning teda võetakse vastu kui vaba maa presidenti.</p>
paevaleht19910525.2.7	<p>Iraak ja ÜRO sõlmisid kokkuleppe</p><p>Iraak ja ÜRO kirjutasid eile alla kokkuleppele, mille kohaselt saadetakse kurdide kaitseks Iraaki ÜRO politsciüksuscd. Kokkuleppe üksikasju ei ole avaldatud. ÜROpcasckrclär.Javicr Pfircz dc Cuõllar teatas läinud nädalal, et maailmaorganisatsioon saadab Iraagi Kurdistani 400—500 kergelt rclvastatud politseinikku. Kuigi Iraaki ja ÜRO kokkulepe tuleb veel arutusele ÜRO Julgeolekunõukogus, saadeti juba neljapäeval esimesed ÜRO politseinikud Põhja-Iraaki.</p>
paevaleht19910525.2.8	<p>Václav Havel visiidil Soomes</p><p>Skandinaavia-ringsõitu jätkav Tšehhi ja Slovaki Liitvabariigi president Vaclav I lävel saabus eile visiidile Soome. Läbirääkimiste käigus Soome presidendi Mauno Koivlstoga keskenduti Euroopa arengu ja kaubavahetuse jrroblcemidclc ning kahepoolsetele majandussuhetele. Eile õhtul andis Soome president oma TSLV kolleegi auks õhtueine.</p>
paevaleht19910525.2.9	<p>Lõuna-Korea sai uue peaministri</p><p>Lõuna-Korca president Roh Tao Woo nimetas riigi uueks peaministriks senise haridusministri Chung Won Siitki, teatab Reuter ETA vahendusel. 62-aastane Chung vahetab sellelt kohalt välja Ro Jai Bongl, kes esitas kolmapäeval lagasiastumispalvc. Ro Jai Bong oli sunnitud tagasi astuma riigis jätkuvate üliõpilasrahutuste tõttu. Need puhkesid pärast seda, kui politsei tappis 26. aprillil Soulis üliõpilasest mccleavaldaja.</p>
paevaleht19910525.2.10	<p>Mengistu Haile Mariani saab Zimbabwest poliitilist varjupaika</p><p>Zimbabwe president Robert Mugltbe kinnitas eile, et Etioopiast põgenenud president Mengistu I lailc Mariatnllc antakscZimbabwcs poliitilist varjupaika. Mengistu Haile Mariam põgenes pealinnale Addis Abbcbalc lähenevate ülestõusnute ccstZimbabwcssc teisipäeval. Eile teatasid ülestõusnud, et nad kontrollivad paljusid külasid Addis Abbcbast lõunas. Ülestõusnute kinnitusel on ka pealinna viiv tähtsaim maantee nende valve all. BBC teatel on pealinn kolmest küljest ümber piiratud. Ülestõusnute teateil ci ole valitsusväed neile arvestatavat vastupanu osutanud.</p>
paevaleht19910525.2.11	<p>N. Liidu transpordilennuk kukkus alla Iraanis</p><p>Iraanis kukkus alla N. Liidu transpordilennuk, mille pardal oli abilaadung kurdi põgenikele. Infoagentuuride teadetel sai neli lendurit surma. Katastroofi põhjuseks oli lennuki kütuse lõppemine. Piloodid üritasid hädamaandtida, kuid ebaõnnestunult.</p>
paevaleht19910525.2.12	<p>LAV-is läbirääkimised mustanahaliste vägivalla lõpetamiseks</p><p>Lõuna-Aafrika Vabariigis algasid eile läbirääkimised mustanahaliste rühmituste vahelise vägivalla lõpetamiseks. Läbirääkimiste inlsiatiiv tuli LAV-i valitsuselt. Vaatlejate arvates ci saa need läbirääkimised positiivset tulemust anda, kuna neil ci osale LAV-i suurim mustanahaliste organisatsioon Lõuna-Aafrika Aafrika Rahvuskongress (ANC).</p>
paevaleht19910525.2.13	<p>Moskva—Petropavlovsk lennuk tegi hädamaandumise</p><p>Amdermas tegi eile hädamaandumise """"Acrofloti” reisilennuk 1L-62, mis sooritas reisi Moskva—Pclropavlovsk-Kamtšatski. ETA vahendatud Venemaa Infoagentuuri (RIA) teate kohaselt läksid lennukis lennu ajal tülli kaks reisijat ja üks neist lõi teist noaga. Piloot oli sunnitud tegema hädamaandumise esimeses lennujaamas, et kannatanu haiglasse toimetada.</p>
paevaleht19910525.2.14	<p>Nevzorov ja Savisaar Eesti majanduspiiril</p><p>23. mai õlilul kell 19.35 sõitis Eesti 1 .iili piiril asuva Murali piiripunkti juurde kuuest autost koosnev kolonn. Selle koosseisus olnud mustast """"Volgast” astus välja Leningradi teleajakirjanik Aleksander Nevzorov ning palus kolonn läbi lasta, mida ka tehti.Autodes istus üle kümne Läti OMON-i võitleja. Mõne aja pärast jõudis osa kolonnis liikunud masinatest samal Pihkva—Riia maanteel asuvasse Luhamaa piiripunkti. Aleksander Nevzorov pidas """"loengu”, mille käigus selgitas piiripunktide mõttetust ja seda, et """"see piir siit niikuinii varsti kaob”. Läbi-</p><p>rääkimiste järel sõitis kolonn Venemaa poole, ent pöördus sealt peagi tagasi ning läbis taas nii Luhamaa kui Murali punktid. Eesti territooriumilt lahkusid kuus autot Eesti politseiautost saadetuna kell 20.40. Eesti Kodukaitse korrapidaja ütles BNS- 1 iie, et Ncvzorovi """"loengu” ilmseks eesmärgiks oli aega võita, et hinnata jõudude vahekorda. Kasutatud skeem oli sama, mis rünnakutel Leedu ja Läti piiripunktidele.</p><p>• EV majanduspiiri Luhamaa kordoni ülem Taimo Kiviste: """"Oleme okupeeritud riigis ja ei saa niisama lihtsalt sõjaväe vastu. Majanduspiir ei ole paraku riigipiir.""""</p><p>Pärast keskööd külastas Muiati ja Luhamaa piiripunkte Eesti peaminister Edgar Savisaar. Intervjuus Eesti Raadiole ütles ta, cl üheaegsed rünnakud kõigi kolme vabariigi piiripunktidele pole juhuslikud ning nende eesmärgiks on destabiliseerida olukorda Baltikumis. Ta arvas, cl OMON-lastcl jäi sedapuhku """"ülesanne Laitmata” ning et võib oodata nende tagasipöördumist mõnel järgmisel ööl. BALTIC NEWS SERVICE</p>
paevaleht19910525.2.15	<p>Eesti Vabariigi Välisministeeriumi avaldus seoses intsidentidega EV majanduspiiril</p><p>19. ja21. mail toimusid intsidendid Murati ja Luhamaapiiripunktides EV majanduspiiril. Relvastatud isikud peksid läbi relvastamata piirikaitsjad ja rüüstasid piiripunkti. Seejuures demonstreeris üks ründajatest oma ohvitseri isikutunnistusi. 23. mail toimus piiripunktides provokatsiooniline jõudemonstratsioon, milles osales ka Leningradi televisiooni ajakirjanik Aleksander Nevzorov, kes ähvardas piirikaitsjaid. Rünnakud Eesti piirikaitsjate ja tolliametnike vastu leidsid aset Leedus ja Lätis toimunule sarnase stsenaariumi järgi. Viimastel nädalatel on märgata NSV Liidu Siseministeeriumi eriüksuse OMON-i aktiviseerumist Balti riikides. Ärevaks teeb jaanuarikuus Vilniuses veresauna organiseerinud Pihkva dessantväelaste järjekordne saatmine Leedu Vabariiki. NSV Liidu armee aktiviseerumisega on kaasnenud ähvardused rakendada meetmeid vabariikide vastu, kes keelduvad ühinemist 9+1 lepinguga. Seega ci ole vähimatki kahtlust, cl OMON-i provokatsiooniline tegevus on mõeldud surve avaldamiseks Balti rii-</p><p>kide juhtidele ja rahva hirmutamiseks. Kuna Eesli Vabariigi Valitsus ci ole nõus mingile survele alluma ning ci kirjuta mingil tingimusel alla liidulepingule, võib oodata, et impeeriumimeelsed jõud laiendavad vägivalda. Üksnes lääneriikide jätkuv tähelepanu jaakliivne sekkumine võivad pidurdada Nõukogude sõjamasina ja hoida ära verevalamise kordumise Balli riikides. *** Arvestades toimunu tõsidust ja korduval iseloomu, saalis Eesli Vabariigi Valitsuse esimees Edgar Savisaar protcslitelegrammi NSV Ludu presidendile Mihhail Gorbatšovile, ärakirjad telegrammist aga NSV Liidu peaministrile Valentin Pavlovile ja NSV Liidu siseministrile Boriss Pugole. Toimunust informeeriti telegrammidega ka Vene Föderatsiooni ülemnõukogu esimeest Boriss Jeltsinit, Ministrite Nõukogu esimeest Ivan Silajevit, samuti Ukraina NSV Ministrite Nõukogu esimeest Vitold Fokinit ja Vene demokraatia juhte.</p>
paevaleht19910525.2.16	<p>NSV Liidu presidendile Mihhail Gorbatšovile</p><p>Härra president! Eesti Vabariigi Valitsus väljendab resoluutset protesti seoses Riias asuvale NSV Liidu Siseministeeriumi erimiilitsa allüksuste relvastatud töötajate provokatsioonidega. Luhamaa kontrollpunktis Eesti Vabariigi majanduspiiril võitis erimiilitsa allüksus 23. mai õhtul A. Nevzorovi võttegrupi aktiivsel ässitaval sekkumisel ette provokatsiooni, ähvardades hävitada ehitised ja muud Eesli Vabariigi vara ning kasutada vägivalda seal viibivate inimeste suhtes. Seda kõike saatsid viited NSV Liidu pre-</p><p>sidendi seadluste täitmisele. Et hoida edaspidi ära niisugused aktsioonid ja kaitsta inimõigusi, on Eesli Vabariik sunnitud pöörduma maailma üldsuse poole. Härra president, Eesti Vabariigi Valitsus palub Teid viivitamatult võlla tarvitusele abinõud, et tõkestada niisuguneprovokatsioonitegevus, mille eesmärk on õhutada pinevust Eesti Vabariigi piiril ja kogu regioonis. Eesti Vabariigi Valitsuse esimees</p><p>Edgar Savisaar</p>
